hostname,temp,filesize_mb,date,part_count
MFLX-171,A,10.49,4/1/2024,1572
5400-044,A,0.25,4/1/2024,125
MFLX-095,A,548.18,4/1/2024,1954
MFLX-143,A,7.76,4/1/2024,1070
MFLX-072,NA,32.78,4/1/2024,5572
ctsq12,NA,0.1,4/1/2024,134
cts17,NA,0.26,4/1/2024,511
ctsq11,H,4.48,4/1/2024,2825
ctsq23,NA,4.43,4/1/2024,8627
cts59,NA,0.11,4/1/2024,125
STS-092,C,71.17,4/1/2024,2254
STS-134,C,72.34,4/1/2024,2254
STS-120,C,73.5,4/1/2024,2254
STS-128,C,70.74,4/1/2024,2254
MFLX-110,NA,16.14,4/1/2024,1385
MFLX-115,C,56.9,4/1/2024,10100
STS-129,C,48.06,4/1/2024,1508
STS-095,C,71,4/1/2024,2254
STS-122,C,72.52,4/1/2024,2254
5400-013,NA,0.03,4/1/2024,656
5400-013,NA,0.69,4/1/2024,656
STS-401,H,1176.33,4/1/2024,14207
STS-100,C,33.51,4/1/2024,1075
STS-100,C,38.74,4/1/2024,1213
ctsq69,NA,1.26,4/1/2024,393
hsc10,NA,0.31,4/1/2024,1701
ctsq82,NA,0.43,4/1/2024,251
MFLX-186,NA,31.22,4/1/2024,504
lct51,NA,0.02,4/1/2024,192
STS-121,C,83.56,4/1/2024,10090
hscq45,NA,0.5,4/1/2024,499
MFLX-219,A,1.04,4/1/2024,125
STS-375,A,1.9,4/1/2024,570
MFLX-175,A,1.67,4/1/2024,556
STS-301,A,381.45,4/1/2024,21510
STS-286,H,416.07,4/1/2024,7350
MFLX-195,NA,1.2,4/1/2024,110
5400-017,A,4.55,4/1/2024,493
STS-136,A,158.43,4/1/2024,25006
STS-395,A,2.84,4/1/2024,518
STS-380,C,0.8,4/1/2024,787
MFLX-054,H,13.01,4/1/2024,20148
MFLX-122,C,1.35,4/1/2024,153
STS-032,NA,0.59,4/1/2024,1178
STS-132,C,71.51,4/1/2024,2254
STS-392,H,300.34,4/1/2024,5362
MFLX-075,NA,117.56,4/1/2024,24298
ctsq13,NA,0.12,4/1/2024,131
lct25,C,0.04,4/1/2024,384
cts17,NA,0.47,4/1/2024,800
STS-359,C,17.1,4/1/2024,218
a56511t,NA,0,4/1/2024,11790
MFLX-113,A,0.39,4/1/2024,158
a56511t,NA,0,4/1/2024,254
a56511t,NA,0.04,4/1/2024,254
STS-134,C,70.93,4/1/2024,2254
UFLX-020,NA,36.24,4/1/2024,863
MFLX-110,NA,16.24,4/1/2024,1380
STS-092,C,71.41,4/1/2024,2254
MFLX-115,C,56.89,4/1/2024,10096
ctsq82,NA,0.81,4/1/2024,384
STS-128,C,70.82,4/1/2024,2254
MFLX-087,A,3.02,4/1/2024,384
MFLX-060,NA,9.2,4/1/2024,4640
STS-129,C,70.68,4/1/2024,2254
MFLX-103,NA,52.94,4/1/2024,12487
5400-013,NA,0.72,4/1/2024,637
5400-013,NA,0.03,4/1/2024,637
STS-100,C,71.46,4/1/2024,2254
MFLX-186,NA,31.27,4/1/2024,473
ctsq37,NA,0.36,4/1/2024,150
MFLX-140,A,1.86,4/1/2024,209
ctsq78,NA,0.28,4/1/2024,303
lct59,NA,4.15,4/1/2024,14039
lct30,C,19.93,4/1/2024,27124
lct44,NA,14.04,4/1/2024,13687
MFLX-219,A,32.06,4/1/2024,3274
pilct05,H,0.48,4/1/2024,728
STS-367,A,7.97,4/1/2024,327
STS-070,A,1.27,4/1/2024,500
STS-116,A,64.55,4/1/2024,10902
ETS88-003,A,245.6,4/1/2024,10729
STS-171,A,59.05,4/1/2024,9665
ETS88-006,A,309.26,4/1/2024,13058
STS-326,A,0.86,4/1/2024,136
STS-116,A,0.8,4/1/2024,200
5400-005,A,3.1,4/1/2024,448
MFLX-195,NA,28.95,4/1/2024,2479
STS-266,A,232.65,4/1/2024,9293
UFLX-006,A,33.79,4/1/2024,699
MFLX-213,A,36.23,4/1/2024,139
MFLX-035,A,0.69,4/1/2024,148
MFLX-069,A,1.35,4/1/2024,170
MFLX-147,A,160.12,4/1/2024,7229
STS-237,H,4.41,4/1/2024,103
STS-032,NA,0.08,4/1/2024,138
MFLX-122,C,4.32,4/1/2024,392
MFLX-159,C,7.36,4/1/2024,365
UFLX-025,A,23.72,4/1/2024,5798
5400-025,H,57.68,4/1/2024,4680
STS-287,H,463.34,4/1/2024,8258
5400-039,A,4,4/1/2024,498
STS-132,C,72.06,4/1/2024,2254
MFLX-104,C,0.45,4/1/2024,131
STS-396,H,687.64,4/1/2024,8376
MFLX-143,A,91.59,4/1/2024,12998
UFLX-050,A,1415.8,4/1/2024,125
UFLX-080,NA,0.8,4/1/2024,218
ctsq12,NA,0.2,4/1/2024,248
ate06,NA,5.22,4/1/2024,238
ctsq13,NA,0.18,4/1/2024,200
STS-081,C,71.22,4/1/2024,2254
MFLX-140,A,30.43,4/1/2024,3454
STS-095,C,71.67,4/1/2024,2254
STS-120,C,72.05,4/1/2024,2254
MFLX-110,NA,16.23,4/1/2024,1387
STS-134,C,71.48,4/1/2024,2254
5400-013,NA,0.72,4/1/2024,635
5400-013,NA,0.03,4/1/2024,635
MFLX-072,NA,12.04,4/1/2024,2088
STS-128,C,71.29,4/1/2024,2254
MFLX-115,C,9.91,4/1/2024,1771
MFLX-115,C,46.97,4/1/2024,8329
STS-359,C,654.3,4/1/2024,7840
UFLX-077,C,134.91,4/1/2024,900
lct70,NA,0.11,4/1/2024,200
STS-121,C,83.51,4/1/2024,10090
a56511t,NA,0,4/1/2024,872
a56511t,NA,0.16,4/1/2024,872
lct67,A,0.92,4/1/2024,787
STS-092,C,70.48,4/1/2024,2254
ctsq82,NA,1.28,4/1/2024,627
hsc10,NA,0.18,4/1/2024,993
ctsq54,NA,17.16,4/1/2024,16665
ctsq78,NA,0.38,4/1/2024,392
lct28,C,7.48,4/1/2024,10560
lct27,H,0.11,4/1/2024,805
ctsq26,NA,1.53,4/1/2024,409
lct63,NA,0.96,4/1/2024,576
lct98,H,2,4/1/2024,14387
lct99,NA,0.52,4/1/2024,1140
MFLX-175,A,30.76,4/1/2024,6691
STS-375,C,3.44,4/1/2024,1032
STS-071,A,142.85,4/1/2024,56160
STS-171,A,1.41,4/1/2024,263
STS-071,A,0.46,4/1/2024,294
STS-071,A,0.97,4/1/2024,392
ETS88-003,A,11.08,4/1/2024,951
STS-286,H,29.96,4/1/2024,641
MFLX-112,A,2.75,4/1/2024,1046
MPS-007,NA,1.55,4/1/2024,9200
STS-400,C,8.13,4/1/2024,265
STS-395,H,89.88,4/1/2024,17227
MFLX-120,A,6.34,4/1/2024,457
MFLX-069,A,1.56,4/1/2024,226
STS-277,H,9.7,4/1/2024,169
MFLX-035,A,12.82,4/1/2024,2296
MFLX-062,C,109.81,4/1/2024,4443
MFLX-159,C,3.46,4/1/2024,184
STS-032,NA,0.35,4/1/2024,714
STS-230,A,564.96,4/1/2024,397
RFLX-012,A,8.59,4/1/2024,996
5400-022,A,0.91,4/1/2024,152
hscq27,NA,0,4/1/2024,1276
5400-027,A,2.11,4/1/2024,530
UFLX-080,NA,2092.58,4/1/2024,15341
MFLX-171,A,3.06,4/1/2024,889
cts54,A,0.17,4/1/2024,125
MFLX-217,A,132.91,4/1/2024,500
ate01,NA,1.42,4/1/2024,788
ctsq13,NA,4.39,4/1/2024,5156
lct25,C,0.02,4/1/2024,192
STS-122,C,71.46,4/1/2024,2254
STS-100,C,71.53,4/1/2024,2254
STS-095,C,70.92,4/1/2024,2254
ctsq68,NA,0.3,4/1/2024,528
MFLX-163,A,4.22,4/1/2024,471
MFLX-110,NA,16.04,4/1/2024,1386
MFLX-072,NA,0.91,4/1/2024,152
MFLX-023,A,5.44,4/1/2024,494
MFLX-075,NA,118.53,4/1/2024,24454
5400-013,NA,0.17,4/1/2024,138
5400-013,NA,0.03,4/1/2024,138
MFLX-115,C,56.88,4/1/2024,10097
lct25,C,0.93,4/1/2024,9984
STS-134,C,71.78,4/1/2024,2254
ctsq31,NA,7.74,4/1/2024,1766
MFLX-145,C,8.04,4/1/2024,125
ctsq68,NA,0.78,4/1/2024,500
MFLX-113,A,0.76,4/1/2024,261
lct49,A,0.4,4/1/2024,400
STS-121,C,83.64,4/1/2024,10090
pilct05,A,0.09,4/1/2024,116
lct99,NA,0.14,4/1/2024,200
lct50,NA,0.57,4/1/2024,1139
lct70,NA,2.11,4/1/2024,1424
ctsq90,NA,0.43,4/1/2024,500
STS-081,C,71.71,4/1/2024,2254
ETS88-006,A,14.14,4/1/2024,1007
ETS88-003,A,8.43,4/1/2024,795
ETS88-006,A,8.7,4/1/2024,741
MFLX-045,NA,76.49,4/1/2024,6384
MFLX-215,A,81.07,4/1/2024,5797
STS-171,A,0.8,4/1/2024,200
MFLX-108,C,40.66,4/1/2024,14391
MFLX-063,H,6.82,4/1/2024,500
MFLX-096,A,3.56,4/1/2024,585
MFLX-070,C,86.99,4/1/2024,467
MFLX-195,NA,40.62,4/1/2024,3429
MFLX-112,A,1.69,4/1/2024,384
RFLX-007,A,7.61,4/1/2024,500
STS-245,C,174.07,4/1/2024,5985
STS-380,A,48.27,4/1/2024,21243
MFLX-054,H,0.82,4/1/2024,1324
MFLX-050,H,0.81,4/1/2024,230
STS-246,A,25.7,4/1/2024,122
STS-237,H,217.12,4/1/2024,3832
ltx2s,NA,1.8,4/1/2024,1225
ltx2s,NA,1.24,4/1/2024,883
ltx13s,NA,0.57,4/1/2024,117
ltx13s,NA,4.25,4/1/2024,889
MFLX-142,NA,0.31,4/1/2024,192
ltx13s,NA,0.56,4/1/2024,116
MFLX-142,A,68.38,4/1/2024,30720
STS-260,H,349.65,4/1/2024,6198
STS-382,H,12.92,4/1/2024,226
ltx11s,NA,1.2,4/1/2024,1478
ltx11s,NA,0.28,4/1/2024,116
ltx6m,NA,0.87,4/1/2024,1041
UFLX-035,A,7.55,4/1/2024,151
STS-191,A,442.31,4/1/2024,875
STS-132,C,71.69,4/1/2024,2254
5400-022,A,1.21,4/1/2024,200
STS-347,A,41.17,4/1/2024,246
STS-391,A,103.15,4/1/2024,640
STS-394,C,596.14,4/1/2024,7168
STS-305,A,389.59,4/1/2024,21975
ctsq04,NA,2.32,4/1/2024,859
MFLX-072,NA,96.37,4/1/2024,17077
cts75,NA,0.11,4/1/2024,125
MFLX-163,A,29.71,4/1/2024,3454
lct81,A,0.05,4/1/2024,191
STS-092,C,71.21,4/1/2024,2254
STS-120,C,51.67,4/1/2024,1851
STS-129,C,72.62,4/1/2024,2254
STS-128,C,71.57,4/1/2024,2254
5400-013,NA,0.03,4/1/2024,635
5400-013,NA,0.72,4/1/2024,635
STS-100,C,72.09,4/1/2024,2254
STS-095,C,71.55,4/1/2024,2254
STS-355,H,23.39,4/1/2024,548
STS-121,C,83.63,4/1/2024,10090
hscq45,NA,0.11,4/1/2024,125
MFLX-060,NA,9.45,4/1/2024,5352
lct99,NA,1.6,4/1/2024,2466
STS-236,H,606.8,4/1/2024,10778
STS-076,A,99.25,4/1/2024,13398
5400-045,A,5.35,4/1/2024,530
MFLX-010,NA,50.85,4/1/2024,12426
MFLX-070,C,7.73,4/1/2024,125
STS-081,C,71.69,4/1/2024,2254
MFLX-070,C,70.24,4/1/2024,379
MFLX-120,A,5.09,4/1/2024,300
STS-400,C,16.71,4/1/2024,555
STS-011,C,3.77,4/1/2024,108
STS-397,A,79.22,4/1/2024,475
STS-252,H,334.49,4/1/2024,6045
UFLX-059,A,50.34,4/1/2024,660
MFLX-004,A,23.16,4/1/2024,2641
5400-005,A,0.65,4/1/2024,125
RFLX-007,A,174.66,4/1/2024,11508
MFLX-069,A,1.67,4/1/2024,240
STS-277,H,32.54,4/1/2024,701
MFLX-204,C,2.51,4/1/2024,107
MFLX-199,A,4.84,4/1/2024,500
STS-132,C,71.92,4/1/2024,2254
5400-044,A,2.43,4/1/2024,1333
5400-030,A,3.72,4/1/2024,344
STS-032,NA,0.29,4/1/2024,588
RFLX-010,A,7.91,4/1/2024,117
UFLX-055,A,27.32,4/1/2024,500
MFLX-135,NA,41.02,4/1/2024,3475
MFLX-180,A,3.82,4/1/2024,186
STS-268,A,394.64,4/1/2024,22311
MFLX-077,A,3.02,4/1/2024,1177
ctsq11,A,0.35,4/1/2024,391
ctsq13,NA,0.18,4/1/2024,200
ate01,NA,0.23,4/1/2024,125
ctsq13,NA,2.18,4/1/2024,2574
MFLX-115,C,56.91,4/1/2024,10097
MFLX-110,NA,16.37,4/1/2024,1372
STS-134,C,71.7,4/1/2024,2254
STS-128,C,72.51,4/1/2024,2254
STS-129,C,72.11,4/1/2024,2254
5400-013,NA,0.74,4/1/2024,622
5400-013,NA,0.03,4/1/2024,622
hscq27,NA,0.22,4/1/2024,1115
ctsq41,NA,15.37,4/1/2024,13544
MFLX-087,A,0.96,4/1/2024,125
lct106,NA,11.65,4/1/2024,28380
lct81,A,0.13,4/1/2024,500
STS-122,C,3.89,4/1/2024,110
STS-092,C,70.73,4/1/2024,2254
lct27,A,0.05,4/1/2024,125
ctsq26,NA,0.49,4/1/2024,125
hsc10,NA,0.04,4/1/2024,200
lct38,NA,0.58,4/1/2024,1505
lct96,A,6.15,4/1/2024,5563
lct98,H,1.24,4/1/2024,8858
STS-071,A,30.39,4/1/2024,11932
lct102,NA,0.04,4/1/2024,116
ETS88-003,C,0.68,4/1/2024,226
lct102,NA,0.04,4/1/2024,116
STS-071,A,0.97,4/1/2024,392
STS-236,H,15.82,4/1/2024,402
MFLX-045,NA,76.93,4/1/2024,6400
STS-076,A,1.68,4/1/2024,224
STS-171,A,5.13,4/1/2024,1813
ETS88-006,A,23.26,4/1/2024,1021
MFLX-195,NA,29.21,4/1/2024,2531
MFLX-096,A,72.96,4/1/2024,10494
STS-324,H,1.44,4/1/2024,152
MFLX-214,A,1.27,4/1/2024,529
STS-252,H,12.44,4/1/2024,258
MFLX-069,A,1.67,4/1/2024,240
STS-081,C,72.33,4/1/2024,2254
MFLX-204,C,43.2,4/1/2024,1728
STS-247,H,472.08,4/1/2024,8403
MFLX-083,A,2.81,4/1/2024,380
MFLX-077,A,106.23,4/1/2024,25288
ctsq16,NA,1.38,4/1/2024,1875
STS-095,C,71.1,4/1/2024,2254
MFLX-136,H,10.08,4/1/2024,3274
STS-100,C,70.95,4/1/2024,2254
MFLX-115,C,56.88,4/1/2024,10097
STS-122,C,71.41,4/1/2024,2254
ctsq69,NA,4.04,4/1/2024,1018
MFLX-075,NA,118.84,4/1/2024,24274
5400-013,NA,0.72,4/1/2024,642
5400-013,NA,0.03,4/1/2024,642
STS-134,C,71.23,4/1/2024,2254
MFLX-110,NA,16.34,4/1/2024,1405
STS-120,C,19.86,4/1/2024,628
hscq27,NA,1.44,4/1/2024,5897
STS-128,C,70.96,4/1/2024,2254
STS-121,C,83.55,4/1/2024,10090
lct50,A,20.64,4/1/2024,15247
lct99,NA,10.29,4/1/2024,15521
ETS88-004,H,0.22,4/1/2024,168
ETS88-009,NA,1.27,4/1/2024,786
STS-367,A,8.22,4/1/2024,327
MFLX-112,A,0.54,4/1/2024,286
STS-326,C,3.43,4/1/2024,516
MFLX-063,A,18.9,4/1/2024,818
MFLX-091,A,4.53,4/1/2024,637
MPS-007,NA,1.45,4/1/2024,8608
STS-252,H,13.96,4/1/2024,284
STS-240,C,230.22,4/1/2024,7840
MFLX-069,A,1.66,4/1/2024,240
MFLX-161,H,15.18,4/1/2024,3207
MFLX-035,A,23.28,4/1/2024,4179
MFLX-142,A,0.83,4/1/2024,500
MFLX-142,A,68.91,4/1/2024,31104
STS-032,NA,1.97,4/1/2024,4574
UFLX-025,H,34.05,4/1/2024,5570
STS-132,C,71.54,4/1/2024,2254
RFLX-012,A,1.28,4/1/2024,139
MFLX-140,A,19.43,4/1/2024,2185
lct25,NA,0.01,4/1/2024,192
lct81,C,0.02,4/1/2024,192
MFLX-110,NA,15.78,4/1/2024,1380
5400-013,NA,0.74,4/1/2024,609
5400-013,NA,0.03,4/1/2024,609
lct81,C,0.36,4/1/2024,3364
MFLX-115,C,0.9,4/1/2024,162
lct25,NA,0.01,4/1/2024,192
UFLX-020,NA,5.88,4/1/2024,132
UFLX-020,NA,12.84,4/1/2024,287
MFLX-115,C,44.67,4/1/2024,7940
hscq27,NA,1.47,4/1/2024,5897
MFLX-180,A,19.18,4/1/2024,1040
STS-121,C,84.66,4/1/2024,10090
STS-120,C,71.26,4/1/2024,2254
STS-095,C,71.82,4/1/2024,2254
STS-100,C,71.98,4/1/2024,2254
STS-122,C,71.28,4/1/2024,2254
UFLX-024,A,3.72,4/1/2024,300
MFLX-171,A,2.49,4/1/2024,377
STS-134,C,71.39,4/1/2024,2254
STS-129,C,71.35,4/1/2024,2254
STS-129,C,72.1,4/1/2024,2254
ate12,NA,3.68,4/1/2024,258
cts21,NA,0.21,4/1/2024,116
STS-092,C,71.38,4/1/2024,2254
MFLX-154,A,1.11,4/1/2024,240
STS-081,C,71.66,4/1/2024,2254
ctsq86,NA,0.15,4/1/2024,500
ctsq13,NA,0.18,4/1/2024,200
STS-244,H,31.03,4/1/2024,539
cts53,NA,0.57,4/1/2024,734
cts32,NA,12.92,4/1/2024,3359
ctsq86,NA,0.15,4/1/2024,500
STS-322,H,56.2,4/1/2024,943
STS-387,C,122.32,4/1/2024,1468
lct28,C,0.15,4/1/2024,263
lct29,A,0.5,4/1/2024,500
MFLX-217,A,98.5,4/1/2024,285
lct27,NA,0.02,4/1/2024,170
lct61,NA,1.16,4/1/2024,3689
ctsq89,NA,5.73,4/1/2024,2752
MFLX-019,H,3.06,4/1/2024,2496
STS-071,A,27.68,4/1/2024,10871
STS-375,A,5.83,4/1/2024,3106
STS-091,A,12.56,4/1/2024,1607
ETS88-006,H,8.21,4/1/2024,364
STS-375,A,13.41,4/1/2024,7245
MFLX-214,A,0.68,4/1/2024,200
MFLX-045,NA,76.97,4/1/2024,6403
UFLX-030,C,33.74,4/1/2024,1014
MFLX-195,NA,44.54,4/1/2024,3761
STS-251,C,585.86,4/1/2024,19600
STS-368,C,4.51,4/1/2024,496
MFLX-030,C,11.55,4/1/2024,598
STS-274,C,476.53,4/1/2024,16170
MFLX-028,A,1.69,4/1/2024,103
STS-267,C,624.79,4/1/2024,21067
STS-266,A,28.07,4/1/2024,1943
STS-257,H,299.48,4/1/2024,5369
STS-240,C,5.93,4/1/2024,195
UFLX-006,A,6.34,4/1/2024,125
STS-240,C,11.73,4/1/2024,463
MFLX-069,A,35.48,4/1/2024,4423
MFLX-054,C,0.08,4/1/2024,357
STS-249,H,23.01,4/1/2024,500
MFLX-122,H,105.72,4/1/2024,8681
MFLX-204,C,105.99,4/1/2024,4225
MFLX-097,A,2.23,4/1/2024,1725
MFLX-084,A,4.37,4/1/2024,1468
RFLX-009,A,0.78,4/1/2024,755
MFLX-097,A,1.21,4/1/2024,392
5400-039,A,0.55,4/1/2024,118
STS-315,A,3.64,4/1/2024,1619
RFLX-010,A,19.51,4/1/2024,312
STS-132,C,71.69,4/1/2024,2254
5400-027,NA,1.2,4/1/2024,2498
STS-262,H,330.97,4/1/2024,5951
MFLX-196,H,52.53,4/1/2024,7161
5400-037,NA,1.57,4/1/2024,171
MFLX-060,NA,0.58,4/1/2024,180
MFLX-165,A,58.39,4/1/2024,2496
UFLX-055,A,117.27,4/1/2024,4127
STS-095,C,71.64,4/1/2024,2254
MFLX-110,NA,16.33,4/1/2024,1363
STS-120,C,71.4,4/1/2024,2254
5400-013,NA,0.73,4/1/2024,628
5400-013,NA,0.03,4/1/2024,628
MFLX-181,A,1.19,4/1/2024,1690
STS-122,C,71.14,4/1/2024,2254
STS-358,A,22.51,4/1/2024,105
STS-347,A,63.62,4/1/2024,307
STS-134,C,71.08,4/1/2024,2254
lct25,NA,1.94,4/1/2024,20800
TROOS_03,NA,0.13,4/1/2024,121
STS-092,A,70.24,4/1/2024,2254
STS-187,C,6.13,4/1/2024,201
STS-100,C,70.79,4/1/2024,2254
ate06,NA,18.68,4/1/2024,915
MFLX-095,A,102.7,4/1/2024,590
lct27,NA,0.21,4/1/2024,2304
ctsq54,NA,0.31,4/1/2024,399
STS-244,H,22.97,4/1/2024,500
cts59,NA,1.86,4/1/2024,1388
ctsq59,NA,0.22,4/1/2024,159
hscq53,NA,0.66,4/1/2024,125
lct96,A,3.75,4/1/2024,3364
5400-036,H,0.56,4/1/2024,180
MFLX-005,A,14.69,4/1/2024,8578
STS-116,NA,0.55,4/1/2024,190
MFLX-037,A,5.28,4/1/2024,307
STS-326,H,0.66,4/1/2024,150
STS-071,A,0.97,4/1/2024,392
MFLX-215,H,51.11,4/1/2024,5753
MFLX-009,A,21.55,4/1/2024,500
MFLX-112,A,3.47,4/1/2024,1617
5400-042,A,2.18,4/1/2024,167
MFLX-030,C,3.5,4/1/2024,184
MFLX-214,A,26.61,4/1/2024,3864
STS-380,A,1.01,4/1/2024,480
MFLX-195,NA,2.5,4/1/2024,221
MFLX-183,A,31.43,4/1/2024,936
STS-324,C,12.93,4/1/2024,530
STS-395,H,32.78,4/1/2024,6187
MFLX-003,A,1.21,4/1/2024,102
STS-257,H,32.57,4/1/2024,731
STS-178,A,135.39,4/1/2024,551
STS-396,H,126.83,4/1/2024,2856
STS-191,A,149.67,4/1/2024,438
MFLX-115,C,12.23,4/1/2024,2171
MFLX-075,NA,118.83,4/1/2024,24384
5400-034,NA,0.79,4/1/2024,105
5400-034,NA,0.07,4/1/2024,105
MFLX-110,NA,16.3,4/1/2024,1370
MFLX-110,NA,15.56,4/1/2024,1371
MFLX-116,A,4.18,4/1/2024,160
lct81,C,0.02,4/1/2024,192
MFLX-116,A,1.18,4/1/2024,140
MFLX-072,NA,3.27,4/1/2024,633
MFLX-116,A,1.18,4/1/2024,140
MFLX-115,C,56.93,4/1/2024,10116
5400-034,NA,2.57,4/1/2024,530
5400-034,NA,0.07,4/1/2024,530
MFLX-115,C,56.94,4/1/2024,10106
MFLX-116,A,1.18,4/1/2024,140
5400-034,NA,0.07,4/1/2024,530
5400-034,NA,3.52,4/1/2024,530
hscq27,NA,1.54,4/1/2024,5897
MFLX-087,A,3.11,4/1/2024,384
MFLX-072,NA,0.94,4/1/2024,200
MFLX-116,A,1.34,4/1/2024,160
hscq27,NA,1.39,4/1/2024,5897
5400-013,NA,0.75,4/1/2024,610
5400-013,NA,0.03,4/1/2024,610
STS-095,C,72.09,4/1/2024,2254
STS-120,C,67.81,4/1/2024,2254
STS-129,C,71.79,4/1/2024,2254
STS-122,C,72.05,4/1/2024,2254
STS-128,C,71.19,4/1/2024,2254
STS-092,C,70.6,4/1/2024,2254
STS-134,C,71.43,4/1/2024,2254
STS-121,C,83.45,4/1/2024,10090
STS-129,C,70.69,4/1/2024,2254
STS-031,C,9.38,4/1/2024,109
STS-394,C,9.02,4/1/2024,131
STS-105,H,7.27,4/1/2024,125
STS-081,C,71.88,4/1/2024,2254
STS-059,H,27.47,4/1/2024,426
STS-059,H,20.56,4/1/2024,500
STS-097,H,20.56,4/1/2024,500
STS-249,H,20.21,4/1/2024,305
STS-105,H,46.34,4/1/2024,490
STS-023,C,43.77,4/1/2024,617
STS-031,C,45.9,4/1/2024,628
STS-097,H,29.85,4/1/2024,466
STS-108,C,47.89,4/1/2024,685
STS-108,C,33.79,4/1/2024,426
STS-031,C,695.62,4/1/2024,8510
STS-087,C,975.29,4/1/2024,9128
STS-108,C,1314.8,4/1/2024,16990
STS-026,C,1626.79,4/1/2024,15883
STS-060,C,1842.4,4/1/2024,17997
MFLX-072,NA,74.86,4/1/2024,13070
MFLX-165,A,35,4/1/2024,1434
MFLX-115,C,56.9,4/1/2024,10109
MFLX-140,NA,22.95,4/1/2024,224
MFLX-087,A,3.96,4/1/2024,512
MFLX-060,NA,118.82,4/1/2024,24287
5400-034,NA,2.21,4/1/2024,530
5400-034,NA,0.07,4/1/2024,530
5400-034,NA,0.07,4/1/2024,530
5400-034,NA,3.5,4/1/2024,530
MFLX-186,NA,23.47,4/1/2024,223
MFLX-186,NA,23.96,4/1/2024,221
MFLX-110,NA,16.24,4/1/2024,1379
UFLX-020,NA,3.81,4/1/2024,140
MFLX-110,NA,16.02,4/1/2024,1368
5400-013,NA,0.74,4/1/2024,615
5400-013,NA,0.03,4/1/2024,615
5400-013,NA,0.72,4/1/2024,632
5400-013,NA,0.03,4/1/2024,632
STS-095,C,70.62,4/1/2024,2254
MFLX-142,A,0.83,4/1/2024,500
MFLX-064,C,352.84,4/1/2024,1793
RFLX-009,A,0.42,4/1/2024,384
ETS88-015,H,186.47,4/1/2024,8418
STS-360,A,17.77,4/1/2024,1035
MFLX-054,C,0.08,4/1/2024,340
MFLX-035,A,3.61,4/1/2024,899
MFLX-053,NA,39.46,4/1/2024,13883
MFLX-050,H,1.08,4/1/2024,326
MFLX-142,A,103.75,4/1/2024,46656
ETS88-015,H,6.2,4/1/2024,267
MFLX-035,A,0.57,4/1/2024,124
STS-122,C,72.33,4/1/2024,2254
MFLX-122,C,97.42,4/1/2024,8294
STS-092,C,71.52,4/1/2024,2254
STS-128,C,72.15,4/1/2024,2254
MFLX-161,H,7.13,4/1/2024,1625
STS-120,C,71,4/1/2024,2254
MFLX-035,A,4.76,4/1/2024,919
STS-134,C,71.96,4/1/2024,2254
MFLX-017,C,0.17,4/1/2024,384
STS-121,C,83.47,4/1/2024,10090
MFLX-161,H,46.24,4/1/2024,9599
STS-129,C,71.75,4/1/2024,2254
MFLX-054,C,2.55,4/1/2024,11189
STS-081,C,71.35,4/1/2024,2254
STS-081,C,72.33,4/1/2024,2254
MFLX-075,NA,118.73,4/1/2024,24243
MFLX-196,H,2.89,4/1/2024,392
lct25,NA,0.02,4/1/2024,288
lct25,NA,0.01,4/1/2024,192
MFLX-115,C,56.93,4/1/2024,10107
MFLX-110,NA,15.93,4/1/2024,1375
MFLX-186,NA,24.19,4/1/2024,221
MFLX-186,NA,24.29,4/1/2024,224
5400-034,NA,3.57,4/1/2024,530
5400-034,NA,0.07,4/1/2024,530
MFLX-140,NA,24.41,4/1/2024,222
STS-032,NA,11.05,4/1/2024,26131
MFLX-007,A,13.98,4/1/2024,353
MFLX-079,A,1.88,4/1/2024,300
STS-315,A,0.3,4/1/2024,200
STS-300,A,4.51,4/1/2024,182
STS-032,NA,1.26,4/1/2024,2887
MFLX-062,C,10.88,4/1/2024,441
STS-300,A,19.82,4/1/2024,811
STS-300,A,3.51,4/1/2024,156
MFLX-084,A,0.68,4/1/2024,194
STS-032,NA,3.82,4/1/2024,8978
STS-095,C,72.15,4/1/2024,2254
STS-100,C,71.38,4/1/2024,2254
MFLX-062,C,9.57,4/1/2024,400
STS-300,A,4.5,4/1/2024,182
MFLX-097,A,0.99,4/1/2024,606
STS-122,C,71.82,4/1/2024,2254
STS-092,C,71.34,4/1/2024,2254
STS-128,C,71.24,4/1/2024,2254
STS-121,C,83.39,4/1/2024,10090
MFLX-097,A,0.52,4/1/2024,288
STS-134,C,72.19,4/1/2024,2254
STS-129,C,71.89,4/1/2024,2254
STS-262,H,6.88,4/1/2024,182
UFLX-035,A,18.01,4/1/2024,351
5400-025,H,12.98,4/1/2024,1500
STS-132,C,71.83,4/1/2024,2254
STS-347,A,28.48,4/1/2024,152
MFLX-168,A,2.45,4/1/2024,1090
5400-024,A,3.06,4/1/2024,417
RFLX-012,A,1.22,4/1/2024,134
UFLX-025,H,1.99,4/1/2024,320
STS-185,A,194.98,4/1/2024,393
MFLX-168,A,1.19,4/1/2024,200
STS-132,C,72.15,4/1/2024,2254
STS-392,H,165.75,4/1/2024,2940
STS-194,A,0.22,4/1/2024,240
5400-037,NA,1.98,4/1/2024,172
MFLX-055,NA,0.2,4/1/2024,134
STS-300,A,66.84,4/1/2024,2766
UFLX-035,A,17.99,4/1/2024,348
STS-194,A,0.25,4/1/2024,197
